"Sr.","Stock Name","Symbol","close","%_change","volume","sector","industry2","marketcapname","Add Column"
1460,"CNXMIDCAP","CNXMIDCAP","60,906","-0.14%","0","indices","indices","smallcap",""
1461,"Foseco India Limited","FOSECOIND","6,468","-0.14%","19,496","chemicals","chemicals","smallcap",""
1462,"NIFTYGS1115YR","NIFTYGS1115YR","3,341.27","-0.14%","0","indices","indices","smallcap",""
1463,"Skf India Limited","SKFINDIA","1,539.8","-0.14%","21,172","industrials","bearings","midcap",""
1464,"BHARATBOND-APR33","BHARATBOND-APR33","1,278.41","-0.14%","0","indices","indices","smallcap",""
1465,"Asian Hotels (west) Limited","AHLWEST","520.3","-0.14%","1,411","services","hotels","smallcap",""
1466,"Medi Assist Healthcare Services Ltd","MEDIASSIST","319.85","-0.14%","4,91,837","miscellaneous","miscellaneous","smallcap",""
1467,"Ritco Logistics Ltd","RITCO","285.7","-0.14%","32,924","transportation","miscellaneous","smallcap",""
1468,"Star Paper Mills Limited","STARPAPER","155.06","-0.14%","2,363","building materials","paper","smallcap",""
1469,"Jamna Auto Industries Limited","JAMNAAUTO","138.2","-0.14%","34,96,903","auto","auto ancillaries","midcap",""
1470,"Valor Estate Ltd","DBREALTY","100.08","-0.14%","6,67,369","realty","construction","midcap",""
1471,"Motilal Oswal BSE India Infrastructure ETF","MOINFRA","57.92","-0.14%","6,539","indices","indices","smallcap",""
1472,"GLOBECIVIL","GLOBECIVIL","43.12","-0.14%","9,026","realty","construction","smallcap",""
1473,"A2z Infra Engineering Limited","A2ZINFRA","14.72","-0.14%","1,67,738","realty","engineering - turnkey services","smallcap",""
1474,"Nifty midcap 150","NIFTYMIDCAP150","22,437","-0.15%","0","indices","indices","smallcap",""
1475,"GE Vernova T&D India Ltd","GVT&D","4,280","-0.15%","3,25,045","industrials","electric equipment","largecap",""
1476,"Bombay Burmah Trading Corporation Limited","BBTC","1,435.2","-0.15%","31,881","auto","auto ancillaries","midcap",""
1477,"Adani Energy Solutions Ltd","ADANIENSOL","1,338.5","-0.15%","15,34,753","power & utilities","power generation and supply","largecap",""
1478,"Central Depository Services Ltd","CDSL","1,318","-0.15%","12,48,040","financials","miscellaneous","largecap",""
1479,"Eternal Ltd","ETERNAL","335","-0.15%","2,45,08,361","i.t","miscellaneous","largecap",""
1480,"Kellton Tech Solutions Limited","KELLTONTEC","13.46","-0.15%","11,20,196","i.t","computers - software - medium / small","smallcap",""
1481,"Deepak Builders & Engineers India Ltd","DBEIL","6.63","-0.15%","1,21,300","realty","construction","smallcap",""
1482,"Apar Industries Limited","APARINDS","17,776","-0.16%","85,829","industrials","electric equipment","largecap",""
1483,"Arihant Superstructures Ltd","ARIHANTSUP","242.7","-0.16%","19,545","realty","construction","smallcap",""
1484,"Godawari Power And Ispat Limited","GPIL","229.42","-0.16%","8,63,273","metals & mining","steel - medium / small","midcap",""
1485,"TVS Supply Chain Solutions Ltd","TVSSCS","130.26","-0.16%","4,20,956","transportation","miscellaneous","midcap",""
1486,"Reliance Chemotex Industries Ltd","RELCHEMQ","118.22","-0.16%","583","textiles","textiles - spinning - synthetic / blended","smallcap",""
1487,"HEC Infra Projects Ltd","HECPROJECT","115.48","-0.16%","1,150","realty","engineering - turnkey services","smallcap",""
1488,"Axis Nifty500 Value 50 ETF","VALUEAXIS","32.13","-0.16%","45,619","indices","indices","smallcap",""
1489,"Nifty IT","CNXIT","28,160.9","-0.17%","0","indices","indices","smallcap",""
1490,"Kovai Medical Center & Hospital Ltd","KOVAI","6,090.5","-0.17%","3,285","healthcare","healthcare","midcap",""
1491,"Sai Life Sciences Ltd","SAILIFE","1,592.2","-0.17%","2,65,877","healthcare","pharmaceuticals - indian - bulk drugs & formln","largecap",""
1492,"PVR Inox Ltd","PVRINOX","1,254.6","-0.17%","3,74,832","media","entertainment / electronic media software","midcap",""
1493,"Divgi Torqtransfer Systems Ltd","DIVGIITTS","1,154.6","-0.17%","67,322","auto","auto ancillaries","smallcap",""
1494,"Reliable Data Services Ltd","RELIABLE","147.7","-0.17%","11,825","i.t","computers - software - medium / small","smallcap",""
1495,"DSP Nifty IT ETF","ITADD","29.9","-0.17%","12,897","n/a","indices","smallcap",""
1496,"ICICI Prudential Nifty Midcap 150 ETF","MIDCAPIETF","23.31","-0.17%","7,98,870","indices","indices","smallcap",""
1497,"Mirae Asset Nifty Midcap 150 ETF","MIDCAPETF","22.96","-0.17%","19,75,289","indices","indices","smallcap",""
1498,"Vishal Fabrics Ltd","VISHAL","18.03","-0.17%","34,434","textiles","textiles - processing","smallcap",""
1499,"Mirae Asset Nifty India New Age Consumption ETF","CONSUMER","11.61","-0.17%","68,101","indices","indices","smallcap",""
1500,"Godfrey Phillips India Limited","GODFRYPHLP","1,970.4","-0.18%","68,917","fmcg","cigarettes","largecap",""
1501,"Premier Energies Ltd","PREMIERENE","896.4","-0.18%","4,55,438","services","trading","largecap",""
1502,"Raymond Lifestyle Ltd","RAYMONDLSL","687.6","-0.18%","2,40,261","textiles","textiles - products","smallcap",""
1503,"DCX Systems Ltd","DCXINDIA","161.99","-0.18%","4,55,756","aerospace & defence","electronics - components","smallcap",""
1504,"JTEKT India Ltd","JTEKTINDIA","118.07","-0.18%","59,407","auto","auto ancillaries","smallcap",""
1505,"Procter & Gamble Health Ltd","PGHL","5,406","-0.19%","3,567","healthcare","pharmaceuticals - multinational","midcap",""
1506,"BHARATBOND-APR32","BHARATBOND-APR32","1,319.22","-0.19%","0","indices","indices","smallcap",""
1507,"Insecticides (india) Limited","INSECTICID","602.5","-0.19%","4,723","chemicals","pesticides / agrochemicals - indian","smallcap",""
1508,"Bf Utilities Limited","BFUTILITIE","524.45","-0.19%","52,034","power & utilities","power generation and supply","smallcap",""
1509,"Elecon Engineering Company Limited","ELECON","458.25","-0.19%","6,31,253","industrials","engineering","midcap",""
1510,"AWL Agri Business Ltd","AWL","184.34","-0.19%","14,39,611","fmcg","solvent extraction","largecap",""
1511,"Housing and Urban Development Corporation Ltd","HUDCO","173.99","-0.19%","8,36,257","financials","finance - term-lending institutions","largecap",""
1512,"Borosil Scientific Ltd","BOROSCI","115.55","-0.19%","61,474","building materials","glass & glass products","smallcap",""
1513,"Rossell India Limited","ROSSELLIND","51.63","-0.19%","25,615","fmcg","tea","smallcap",""
1514,"Zenith Steel Pipes & Industries Ltd","ZENITHSTL","5.26","-0.19%","82,896","metals & mining","steel - medium / small","smallcap",""
1515,"Ramco Systems Limited","RAMCOSYS","580.2","-0.2%","27,563","i.t","computers - software - medium / small","smallcap",""
1516,"Aarti Surfactants Ltd","AARTISURF","515.7","-0.2%","5,605","chemicals","chemicals","smallcap",""
1517,"Shreyans Industries Limited","SHREYANIND","130.15","-0.2%","2,486","building materials","paper","smallcap",""
1518,"Rama Phosphates Ltd","RAMAPHO","122.25","-0.2%","15,287","chemicals","fertilizers","smallcap",""
1519,"Archidply Industries Limited","ARCHIDPLY","106.26","-0.2%","5,592","building materials","miscellaneous","smallcap",""
1520,"Rajdarshan Industries Ltd","ARENTERP","34.7","-0.2%","837","metals & mining","trading","smallcap",""
1521,"Tata Communications Limited","TATACOMM","1,666.5","-0.21%","1,26,901","telecom-service","telecommunications - service provider","largecap",""
1522,"Minda Corporation Limited","MINDACORP","678.85","-0.21%","74,927","auto","auto ancillaries","midcap",""
1523,"Hindustan Copper Limited","HINDCOPPER","494.65","-0.21%","36,49,150","metals & mining","mining / minerals / metals","largecap",""
1524,"Vinyl Chemicals (india) Limited","VINYLINDIA","219.85","-0.21%","1,993","chemicals","trading","smallcap",""
1525,"JSW Cement Ltd","JSWCEMENT","115.47","-0.21%","24,47,516","building materials","cement - north india","midcap",""
1526,"Motilal Oswal Nifty 200 Momentum 30 ETF","MOMOMENTUM","61","-0.21%","37,882","indices","indices","smallcap",""
1527,"GROWWNIFTY","GROWWNIFTY","9.36","-0.21%","7,61,413","indices","indices","smallcap",""
1528,"NIFTY200ALPHA30","NIFTY200ALPHA30","26,023.9","-0.22%","0","indices","indices","smallcap",""
1529,"Bikaji Foods International Ltd","BIKAJI","573.95","-0.22%","71,004","fmcg","food - processing - indian","midcap",""
1530,"Skipper Limited","SKIPPER","551.15","-0.22%","3,73,119","industrials","engineering","midcap",""
1531,"Valiant Organics Ltd","VALIANTORG","410.45","-0.22%","30,685","chemicals","chemicals","smallcap",""
1532,"Patanjali Foods Ltd","PATANJALI","403.95","-0.22%","16,48,377","fmcg","solvent extraction","largecap",""
1533,"SBI ETF IT","SBIETFIT","312.14","-0.22%","4,550","indices","indices","smallcap",""
1534,"Bharat Wire Ropes Limited","BHARATWIRE","164.97","-0.22%","1,06,706","metals & mining","steel - medium / small","smallcap",""
1535,"Bsl Limited","BSL","120.64","-0.22%","2,183","textiles","textiles - processing","smallcap",""
1536,"Motilal Oswal Nifty Midcap150 Momentum 50 ETF","MOMIDMTM","63.53","-0.22%","64,203","indices","indices","smallcap",""
1537,"HDFC S & P BSE 500 ETF","HDFCBSE500","36.38","-0.22%","11,05,274","indices","indices","smallcap",""
1538,"Kotak Nifty MNC ETF","MNC","32.2","-0.22%","25,150","indices","indices","smallcap",""
1539,"Aurobindo Pharma Limited","AUROPHARMA","1,712","-0.23%","6,24,705","healthcare","pharmaceuticals - indian - bulk drugs & formln","largecap",""
1540,"NIFTYMEDIA","NIFTYMEDIA","1,550.65","-0.23%","0","indices","indices","smallcap",""
1541,"Vineet Laboratories Ltd","VINEETLAB","34.85","-0.23%","57,655","healthcare","pharmaceuticals - indian - bulk drugs & formln","smallcap",""
1542,"HDFC Nifty IT ETF","HDFCNIFIT","30.07","-0.23%","1,24,528","indices","indices","smallcap",""
1543,"B.a.g Films And Media Limited","BAGFILMS","4.28","-0.23%","28,683","media","entertainment / electronic media software","smallcap",""
1544,"Tata Consultancy Services Limited","TCS","2,082","-0.24%","33,42,195","i.t","computers - software - large","largecap",""
1545,"Nahar Spinning Mills Limited","NAHARSPING","269.95","-0.24%","8,044","textiles","textiles - cotton/blended","smallcap",""
1546,"Orient Paper & Industries Limited","ORIENTPPR","16.76","-0.24%","1,83,765","building materials","paper","smallcap",""
1547,"TruCap Finance Ltd","TRU","4.2","-0.24%","44,534","financials","finance & investments","smallcap",""
1548,"NIFTYMIDCAP50","NIFTYMIDCAP50","17,474.1","-0.25%","0","indices","indices","smallcap",""
1549,"Kotak Mahindra Bank Limited","KOTAKBANK","404","-0.25%","1,81,75,573","bank","banks - private sector","largecap",""
1550,"Kotak IT ETF","IT","31.34","-0.25%","4,03,375","indices","indices","smallcap",""
1551,"Patel Engineering Limited","PATELENG","27.61","-0.25%","16,59,476","realty","construction","smallcap",""
1552,"Tarapur Transformers Limited","TARAPUR","12.19","-0.25%","15,620","industrials","electric equipment","smallcap",""
1553,"Ksolves India Ltd","KSOLVES","248.5","-0.26%","44,119","i.t","computers - software - medium / small","smallcap",""
1554,"Ugro Capital Ltd","UGROCAP","82.02","-0.26%","90,627","financials","finance & investments","smallcap",""
1555,"Edelweiss BSE Capital Markets & Insurance ETF","ECAPINSURE","23.37","-0.26%","74,542","indices","indices","smallcap",""
1556,"The Indian Hotels Company Limited","INDHOTEL","726.8","-0.27%","15,38,596","services","hotels","largecap",""
1557,"Nlc India Limited","NLCINDIA","262.55","-0.27%","8,15,195","power & utilities","power generation and supply","largecap",""
1558,"Mangal Credit & Fincorp Ltd","MANCREDIT","221.93","-0.27%","1,05,468","financials","finance & investments","smallcap",""
1559,"Mirae Asset Nifty 200 Alpha 30 ETF","ALPHAETF","25.96","-0.27%","11,90,528","indices","indices","smallcap",""
1560,"Mangalam Cement Limited","MANGLMCEM","1,028.6","-0.28%","27,439","building materials","cement - north india","smallcap",""
1561,"Butterfly Gandhimathi Appliances Limited","BUTTERFLY","566.7","-0.28%","11,663","consumer discretionary","domestic appliances","smallcap",""
1562,"Aeroflex Industries Ltd","AEROFLEX","525.7","-0.28%","5,15,468","metals & mining","steel - medium / small","midcap",""
1563,"Route Mobile Ltd","ROUTE","463","-0.28%","1,00,904","i.t","computers - software - medium / small","smallcap",""
1564,"SBI ETF PRIVATE BANK","SBIETFPB","274.29","-0.28%","4,586","indices","indices","smallcap",""
1565,"GPT Healthcare Ltd","GPTHEALTH","161.27","-0.28%","66,898","healthcare","healthcare","smallcap",""
1566,"Nippon India ETF  Nifty Dividend Opportunities 50","DIVOPPBEES","74.22","-0.28%","44,715","indices","indices","smallcap",""
1567,"Kotak Nifty Midcap 50 ETF","MIDCAP","17.88","-0.28%","3,15,970","indices","indices","smallcap",""
1568,"Rattanindia Power Limited","RTNPOWER","7","-0.28%","1,43,84,293","power & utilities","power generation and supply","smallcap",""
1569,"Novartis India Ltd","NOVARTIND","1,965.6","-0.29%","17,098","healthcare","pharmaceuticals - multinational","smallcap",""
1570,"Metro Brands Ltd","METROBRAND","882","-0.29%","1,20,763","consumer discretionary","leather / leather products","largecap",""
1571,"Ganesh Housing Ltd","GANESHHOU","734.75","-0.29%","18,687","realty","construction","midcap",""
1572,"Sandhar Technologies Limited","SANDHAR","574","-0.29%","88,878","auto","auto ancillaries","smallcap",""
1573,"Siyaram Silk Mills Limited","SIYSIL","538.05","-0.29%","9,287","textiles","textiles - processing","smallcap",""
1574,"IIFL Capital Services Ltd","IIFLCAPS","346.7","-0.29%","2,63,461","financials","finance & investments","midcap",""
1575,"Genus Power Infrastructures Limited","GENUSPOWER","305.7","-0.29%","8,66,753","consumer discretionary","electronics - components","midcap",""
1576,"Jay Bharat Maruti Limited","JAYBARMARU","121.55","-0.29%","12,57,855","auto","auto ancillaries","smallcap",""
1577,"Motilal Oswal S&P BSE Healthcare ETF","MOHEALTH","52.4","-0.29%","40,177","indices","indices","smallcap",""
1578,"Kotak Nifty 100 Equal Weight ETF","NIFTY100EW","34.09","-0.29%","49,398","indices","indices","smallcap",""
1579,"Agro Phos India Ltd","AGROPHOS","24.2","-0.29%","8,329","chemicals","fertilizers","smallcap",""
1580,"Aditya Birla Sun Life NIFTY Healthcare ETF","HEALTHY","17.17","-0.29%","3,18,507","indices","indices","smallcap",""
1581,"Vardhman Holdings Limited","VHL","3,358.1","-0.3%","70","financials","finance & investments","smallcap",""
1582,"Kajaria Ceramics Limited","KAJARIACER","1,218.1","-0.3%","2,51,382","building materials","ceramics - tiles / sanitaryware","midcap",""
1583,"Nesco Limited","NESCO","1,070.3","-0.3%","27,868","realty","construction","midcap",""
1584,"Bombay Super Hybrid Seeds Ltd","BSHSL","86.9","-0.3%","1,808","fmcg","miscellaneous","smallcap",""
1585,"Electrosteel Castings Limited","ELECTCAST","72.34","-0.3%","7,57,352","castings, forgings & fasteners","castings & forgings","smallcap",""
1586,"Hathway Cable & Datacom Limited","HATHWAY","9.93","-0.3%","10,71,495","telecom-service","telecommunications - service provider","smallcap",""
1587,"Spacenet Enterprises India Ltd","SPCENET","3.35","-0.3%","6,47,300","services","trading","smallcap",""
1588,"SVP Global Ventures Ltd","SVPGLOB","3.27","-0.3%","25,029","textiles","textiles - spinning - synthetic / blended","smallcap",""
1589,"Aegis Logistics Ltd","AEGISLOG","1,365.4","-0.31%","2,90,729","services","trading","largecap",""
1590,"TATA Consumer Products Ltd","TATACONSUM","983.2","-0.31%","8,85,948","fmcg","tea","largecap",""
1591,"Saregama India Limited","SAREGAMA","496.9","-0.31%","1,97,993","media","entertainment / electronic media software","midcap",""
1592,"Kewal Kiran Clothing Limited","KKCL","467.85","-0.31%","67,003","readymade garments/apparels","textiles - products","smallcap",""
1593,"Nippon India ETF Shariah BeES","SHARIABEES","432.52","-0.31%","8,090","indices","indices","smallcap",""
1594,"Go Fashion (India) Ltd","GOCOLORS","317.35","-0.31%","25,771","textiles","textiles - products","smallcap",""
1595,"Gujarat Industries Power Company Limited","GIPCL","185.84","-0.31%","2,19,387","power & utilities","power generation and supply","smallcap",""
1596,"Apeejay Surrendra Park Hotels Ltd","PARKHOTELS","104.9","-0.31%","2,59,036","services","hotels","smallcap",""
1597,"SBFC Finance Ltd","SBFC","88.86","-0.31%","7,79,068","financials","finance & investments","midcap",""
1598,"Maha Rashtra Apex Corporation Ltd","MAHAPEXLTD","51.58","-0.31%","9,986","financials","finance & investments","smallcap",""
1599,"LIC Nomura MF G-Sec Long Term ETF","LICNETFGSC","29.07","-0.31%","14,187","indices","indices","smallcap",""
1600,"Indbank Merchant Banking Services Limited","INDBANK","26.15","-0.31%","14,918","financials","finance & investments","smallcap",""
1601,"NIFTYM150MOMNTM50","NIFTYM150MOMNTM50","62,422.9","-0.32%","0","indices","indices","smallcap",""
1602,"Pidilite Industries Limited","PIDILITIND","1,517.2","-0.32%","5,03,315","chemicals","chemicals","largecap",""
1603,"Alivus Life Sciences Ltd","ALIVUS","1,365.6","-0.32%","37,558","healthcare","pharmaceuticals - indian - bulk drugs & formln","midcap",""
1604,"Natco Pharma Limited","NATCOPHARM","839.3","-0.32%","3,69,981","healthcare","pharmaceuticals - indian - bulk drugs & formln","midcap",""
1605,"Icici Prudential Life Insurance Company Limited","ICICIPRULI","463","-0.32%","11,21,971","financials","finance & investments","largecap",""
1606,"Emami Limited","EMAMILTD","389.25","-0.32%","20,20,121","fmcg","personal care - indian","midcap",""
1607,"SBI-ETF 10 Year GILT","SETF10GILT","262.51","-0.32%","4,755","indices","indices","smallcap",""
1608,"NIFTY50PR1XINV","NIFTY50PR1XINV","230.55","-0.32%","0","indices","indices","smallcap",""
1609,"NIFTY50TR1XINV","NIFTY50TR1XINV","187","-0.32%","0","indices","indices","smallcap",""
1610,"Vip Clothing Limited","VIPCLOTHNG","21.63","-0.32%","45,956","textiles","textiles - products","smallcap",""
1611,"Ravi Kumar Distilleries Limited","RKDL","18.6","-0.32%","1,964","fmcg","breweries & distilleries","smallcap",""
1612,"Rajnandini Metal Ltd","RAJMET","3.11","-0.32%","2,02,636","metals & mining","mining / minerals / metals","smallcap",""
1613,"Aditya Birla Sun Life Crisil 10 Year Gilt ETF","GSEC10ABSL","111.63","-0.33%","6","indices","indices","smallcap",""
1614,"Nhpc Limited","NHPC","76","-0.33%","64,81,994","power & utilities","power generation and supply","largecap",""
1615,"Tree House Education & Accessories Limited","TREEHOUSE","6.05","-0.33%","22,991","services","miscellaneous","smallcap",""
1616,"Acutaas Chemicals Ltd","ACUTAAS","3,272.5","-0.34%","1,53,473","healthcare","pharmaceuticals - indian - bulk drugs","largecap",""
1617,"Dhanuka Agritech Limited","DHANUKA","964.35","-0.34%","6,793","chemicals","pesticides / agrochemicals - indian","smallcap",""
1618,"Healthcare Global Enterprises Limited","HCG","698.65","-0.34%","62,254","healthcare","healthcare","midcap",""
1619,"Crest Ventures Limited","CREST","362.9","-0.34%","4,329","financials","finance & investments","smallcap",""
1620,"Star Cement Ltd","STARCEMENT","186.61","-0.34%","50,622","building materials","cement - north india","midcap",""
